kind,id,display,extra,source_file
talismans,life_save_talisman,替身符,ancient,talisman_catalog.json
talismans,soul_lock_talisman,锁魂符,mid,talisman_catalog.json
talismans,space_anchor_talisman,定空符,high,talisman_catalog.json
talismans,spirit_chain_talisman,缚灵符,mid,talisman_catalog.json
talismans,spirit_fix_talisman,定神符,low,talisman_catalog.json
talismans,teleport_array_talisman,传送符,mid,talisman_catalog.json
talismans,three_pure_thunder_talisman,三清雷霄符,ancient,talisman_catalog.json
talismans,thunder_talisman,雷霄符,high,talisman_catalog.json
talismans,wind_blade_talisman,风刃符,low,talisman_catalog.json
talismans,yin_protect_talisman,阴灵护符,mid,talisman_catalog.json
